-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,0,2,2,2,2,2,2,2,2,2,2,3,91,91,91,0,2,2,2,2,2,8,8,3,-1,-1,-1
-1,-1,-1,26,35,28,28,28,28,28,14,7,14,14,16,91,91,91,13,14,14,14,14,14,14,14,16,-1,-1,-1
-1,-1,-1,26,35,28,28,28,28,28,14,14,14,14,16,91,91,91,13,35,28,28,28,28,28,28,29,-1,-1,-1
-1,-1,-1,26,28,28,28,48,28,28,28,28,28,28,16,91,91,91,13,35,28,28,28,28,28,28,29,-1,-1,-1
-1,-1,-1,26,28,28,28,35,28,28,28,28,28,28,16,91,91,91,13,35,5,5,5,5,5,5,29,-1,-1,-1
-1,-1,-1,26,22,20,20,21,28,28,28,28,28,28,18,8,8,8,17,35,5,5,5,5,5,5,29,-1,-1,-1
-1,-1,-1,26,35,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,5,5,5,5,5,5,29,-1,-1,-1
-1,-1,-1,26,35,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,5,5,5,5,5,5,29,-1,-1,-1
-1,-1,-1,26,35,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,-1,-1,-1
-1,-1,-1,26,35,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,-1,-1,-1
-1,-1,-1,26,35,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,-1,-1,-1
-1,-1,-1,26,35,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,-1,-1,-1
-1,-1,-1,26,35,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,-1,-1,-1
-1,-1,-1,26,35,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,-1,-1,-1
-1,-1,-1,26,35,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,-1,-1,-1
-1,-1,-1,26,35,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,-1,-1,-1
-1,-1,-1,26,35,28,28,28,28,28,43,9,9,9,9,40,40,40,44,48,28,28,28,28,28,28,29,-1,-1,-1
-1,-1,-1,26,35,28,28,28,28,28,16,91,91,91,91,91,91,91,26,35,28,28,28,28,28,28,29,-1,-1,-1
-1,-1,-1,26,35,28,28,28,28,28,16,91,91,91,91,91,91,91,26,72,71,71,28,71,71,71,29,-1,-1,-1
-1,-1,-1,26,35,28,28,28,28,28,29,91,91,91,91,91,91,91,26,35,28,28,28,28,28,28,29,-1,-1,-1
-1,-1,-1,26,35,28,28,28,28,28,29,91,91,91,91,91,91,91,26,35,28,28,28,28,28,28,29,-1,-1,-1
-1,-1,-1,26,35,28,28,28,28,28,29,91,91,91,91,91,91,91,26,35,28,28,28,28,28,28,29,-1,-1,-1
-1,-1,-1,26,35,28,28,28,28,28,29,91,91,91,91,91,91,91,26,35,28,28,28,28,28,28,29,-1,-1,-1
-1,-1,-1,39,40,40,40,40,40,40,42,91,91,91,91,91,91,91,39,40,41,41,41,41,41,41,42,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
